run,segment_id,start,end,duration,avg_logprob,no_speech_prob,compression_ratio,compression_penalty,z_avg_logprob,z_no_speech_prob,z_compression_penalty,quality_score,agreement_overlap_duration,agreement_overlap_ratio,agreement_match_count,has_multi_speaker_overlap,multi_speaker_overlap_duration,multi_speaker_overlap_ratio,multi_speaker_match_count,raw_text
VAD_2000,wseg_001050,3545.87,3548.43,2.5599999999999454,-1.5662156887424803,0.03228759765625,1.5060240963855422,0.0,-30.04544259624575,1.4288615812971044,-0.02701408785019246,-31.44729008969266,2.2599999999997635,0.8828124999999264,2,False,0.0,0.0,0,l'intention
VAD_2000,wseg_001051,3553.37,3553.67,0.3000000000001819,-1.5662156887424803,0.03228759765625,1.5060240963855422,0.0,-30.04544259624575,1.4288615812971044,-0.02701408785019246,-31.44729008969266,0.3000000000001819,1.0,1,False,0.0,0.0,0,ou non
VAD_2000,wseg_001053,3553.73,3554.43,0.6999999999998181,-1.5662156887424803,0.03228759765625,1.5060240963855422,0.0,-30.04544259624575,1.4288615812971044,-0.02701408785019246,-31.44729008969266,0.6999999999998181,1.0,1,False,0.0,0.0,0,d'être à l'égalité
VAD_2000,wseg_001044,3532.85,3534.93,2.0799999999999272,-1.5662156887424803,0.03228759765625,1.5060240963855422,0.0,-30.04544259624575,1.4288615812971044,-0.02701408785019246,-31.44729008969266,2.0799999999999272,1.0,1,False,0.0,0.0,0,"l'appeltation,"
VAD_2000,wseg_001042,3530.59,3531.07,0.4800000000000182,-1.5662156887424803,0.03228759765625,1.5060240963855422,0.0,-30.04544259624575,1.4288615812971044,-0.02701408785019246,-31.44729008969266,0.4800000000000182,1.0,1,False,0.0,0.0,0,deastrasante
VAD_2000,wseg_001041,3527.25,3530.59,3.3400000000001455,-1.5662156887424803,0.03228759765625,1.5060240963855422,0.0,-30.04544259624575,1.4288615812971044,-0.02701408785019246,-31.44729008969266,3.0399999999999636,0.9101796407185123,2,False,0.0,0.0,0,nous avons répondu à la question
VAD_2000,wseg_001046,3535.31,3536.45,1.1399999999998727,-1.5662156887424803,0.03228759765625,1.5060240963855422,0.0,-30.04544259624575,1.4288615812971044,-0.02701408785019246,-31.44729008969266,1.0499999999997272,0.9210526315788109,1,False,0.0,0.0,0,c'est une question
VAD_2000,wseg_001043,3531.07,3532.85,1.7799999999997453,-1.5662156887424803,0.03228759765625,1.5060240963855422,0.0,-30.04544259624575,1.4288615812971044,-0.02701408785019246,-31.44729008969266,1.7799999999997453,1.0,1,False,0.0,0.0,0,je veux en parler
VAD_OFF,wseg_004199,11389.56,11391.64,2.0799999999999272,-0.1247558641868333,0.473876953125,1.4326923076923077,0.0,-0.9295091861490817,26.492236138484348,-0.02701408785019246,-27.394731236783237,2.0799999999999272,1.0,1,False,0.0,0.0,0,"messieurs les ministres, mes chers collègues."
VAD_OFF,wseg_004201,11398.84,11401.56,2.719999999999345,-0.1247558641868333,0.473876953125,1.4326923076923077,0.0,-0.9295091861490817,26.492236138484348,-0.02701408785019246,-27.394731236783237,2.2600000000002183,0.8308823529414567,1,False,0.0,0.0,0,"n'entrera pas dans l'histoire parlementaire,"
VAD_OFF,wseg_004202,11401.58,11403.46,1.8799999999991996,-0.1247558641868333,0.473876953125,1.4326923076923077,0.0,-0.9295091861490817,26.492236138484348,-0.02701408785019246,-27.394731236783237,1.8799999999991996,1.0,1,False,0.0,0.0,0,mais peut-être bien dans le livre des records.
VAD_OFF,wseg_005229,16134.7,16138.7,4.0,-0.058957122093023256,0.317626953125,1.695167286245353,0.0,0.39955442050542317,17.623923924745668,-0.02701408785019246,-17.19735541639005,3.458468750002794,0.8646171875006985,2,False,0.0,0.0,0,"En aval, gestion des individus dangereux après leur condamnation."
VAD_OFF,wseg_005231,16142.54,16144.1,1.5599999999994907,-0.058957122093023256,0.317626953125,1.695167286245353,0.0,0.39955442050542317,17.623923924745668,-0.02701408785019246,-17.19735541639005,1.4599999999991269,0.9358974358971818,2,False,0.0,0.0,0,coordination des autorités.
VAD_OFF,wseg_005233,16148.46,16153.58,5.1200000000008,-0.058957122093023256,0.317626953125,1.695167286245353,0.0,0.39955442050542317,17.623923924745668,-0.02701408785019246,-17.19735541639005,4.920000000001892,0.9609375000002193,2,False,0.0,0.0,0,"de l'ordre public en mobilisant à la fois le droit pénal,"
VAD_OFF,wseg_005232,16144.88,16148.46,3.5799999999999272,-0.058957122093023256,0.317626953125,1.695167286245353,0.0,0.39955442050542317,17.623923924745668,-0.02701408785019246,-17.19735541639005,3.0599999999994907,0.8547486033518304,1,False,0.0,0.0,0,Cette proposition s'inscrit dans une logique de sécurisation accrue
VAD_OFF,wseg_005227,16128.88,16130.28,1.4000000000014552,-0.058957122093023256,0.317626953125,1.695167286245353,0.0,0.39955442050542317,17.623923924745668,-0.02701408785019246,-17.19735541639005,1.4000000000014552,1.0,1,False,0.0,0.0,0,en agissant à plusieurs niveaux.
VAD_OFF,wseg_005226,16124.96,16128.88,3.9200000000000728,-0.058957122093023256,0.317626953125,1.695167286245353,0.0,0.39955442050542317,17.623923924745668,-0.02701408785019246,-17.19735541639005,3.5200000000004366,0.8979591836735641,2,False,0.0,0.0,0,notamment les outils de prévention et de gestion des menaces terroristes
VAD_OFF,wseg_006696,19179.84,19181.24,1.4000000000014552,-0.5151580810546875,0.0777587890625,0.42857142857142855,0.0,-8.81521280122042,4.0096790028733995,-0.02701408785019246,-12.797877716243628,1.4000000000014552,1.0,1,False,0.0,0.0,0,Merci.
VAD_OFF,wseg_003822,9849.5,9851.56,2.0599999999994907,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,1.859999999998763,0.9029126213588461,2,False,0.0,0.0,0,les lois doivent être claires
VAD_OFF,wseg_003826,9856.04,9859.5,3.459999999999127,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,3.1409687499981374,0.9077944364158758,2,False,0.0,0.0,0,ou de désagrément inutile pour nos concitoyens
VAD_OFF,wseg_003825,9853.7,9856.04,2.3400000000001455,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,2.2399999999997817,0.9572649572648044,2,False,0.0,0.0,0,ne saurait être source de perte de temps
VAD_OFF,wseg_003824,9852.46,9853.7,1.2400000000016007,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,1.2400000000016007,1.0,1,False,0.0,0.0,0,et les règles qu'elles fixent
VAD_OFF,wseg_003816,9838.08,9838.82,0.7399999999997817,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,0.6199999999989814,0.8378378378367084,1,False,0.0,0.0,0,monsieur le député
VAD_OFF,wseg_003817,9839.62,9842.04,2.4200000000000728,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,2.3821562500015716,0.9843620867774794,1,False,0.0,0.0,0,merci madame la présidente
VAD_OFF,wseg_003818,9842.04,9843.7,1.6599999999998545,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,1.6599999999998545,1.0,1,False,0.0,0.0,0,messieurs les ministres
VAD_OFF,wseg_003820,9845.8,9847.04,1.2400000000016007,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,1.2400000000016007,1.0,1,False,0.0,0.0,0,monsieur le président
VAD_OFF,wseg_003821,9847.880000000001,9849.5,1.6199999999989814,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,1.6199999999989814,1.0,1,False,0.0,0.0,0,messieurs les rapporteurs
VAD_OFF,wseg_003823,9851.56,9852.46,0.8999999999996362,-0.5669840796838833,0.056427001953125,1.9957081545064377,0.0,-9.862042063676338,2.7989465346305606,-0.02701408785019246,-12.633974510456706,0.8999999999996362,1.0,1,False,0.0,0.0,0,et intelligibles
VAD_2000,wseg_003818,10464.66,10471.22,6.559999999999491,-0.05797991066106728,0.230224609375,1.6785714285714286,0.0,0.4192930372158725,12.663211780185595,-0.02701408785019246,-12.21690465511953,6.119999999998981,0.9329268292682098,2,False,0.0,0.0,0,Le macronisme a l'art de mettre en compétition la vacuité et le néant dans tout ce qui l'entreprend.
VAD_2000,wseg_003816,10441.92,10456.02,14.100000000000364,-0.05797991066106728,0.230224609375,1.6785714285714286,0.0,0.4192930372158725,12.663211780185595,-0.02701408785019246,-12.21690465511953,12.999999999998181,0.9219858156026841,5,False,0.0,0.0,0,"Par exemple, simplification de la vie économique, enjeu majeur pour que nos entreprises retrouvent de la compétitivité et profitent de leur liberté d'entreprendre pour créer de la richesse, sans passer leur vie à remplir des serfins."
VAD_2000,wseg_003817,10456.9,10463.82,6.920000000000073,-0.05797991066106728,0.230224609375,1.6785714285714286,0.0,0.4192930372158725,12.663211780185595,-0.02701408785019246,-12.21690465511953,6.320000000001528,0.9132947976880724,2,False,0.0,0.0,0,"Mais dès qu'il s'agit de joindre le geste à la parole, vous avez l'art de ruiner l'espoir suscité par vos effets d'annonce."
VAD_2000,wseg_003827,10527.02,10531.2,4.180000000000291,-0.07131696258272444,0.218994140625,1.6146496815286624,0.0,0.14989897640139394,12.025801839823128,-0.02701408785019246,-11.848888775571542,4.100000000000364,0.9808612440191575,1,False,0.0,0.0,0,"Mathias Renaud vous a proposé la suppression d'innombrables agences d'Etat,"
VAD_2000,wseg_003826,10518.12,10525.82,7.699999999998909,-0.07131696258272444,0.218994140625,1.6146496815286624,0.0,0.14989897640139394,12.025801839823128,-0.02701408785019246,-11.848888775571542,7.319999999999709,0.9506493506494476,2,False,0.0,0.0,0,le groupe Rassemblement National a profité de l'examen de ce texte pour vous administrer une véritable leçon de simplification.
VAD_2000,wseg_003825,10510.3,10517.72,7.420000000000073,-0.07131696258272444,0.218994140625,1.6146496815286624,0.0,0.14989897640139394,12.025801839823128,-0.02701408785019246,-11.848888775571542,7.119999999998981,0.9595687331534921,3,False,0.0,0.0,0,"Alors, face à une copie initiale de ce texte qui nous a fait largement lever les yeux au ciel tant elle était indigente,"
VAD_2000,wseg_003824,10501.92,10508.54,6.6200000000008,-0.07131696258272444,0.218994140625,1.6146496815286624,0.0,0.14989897640139394,12.025801839823128,-0.02701408785019246,-11.848888775571542,6.420000000000073,0.969788519637356,2,False,0.0,0.0,0,"En parlant de vous, les technocrates, c'est ceux qui, quand on leur pose une question, une fois qu'ils ont fini de répondre, tu ne comprends plus la question que tu as posée."
VAD_OFF,wseg_004091,11074.24,11078.04,3.8000000000010914,-0.11796875080237022,0.2005615234375,1.5597269624573378,0.0,-0.7924168177164614,10.979618133358644,-0.02701408785019246,-11.745020863224912,3.8000000000010914,1.0,1,False,0.0,0.0,0,"en commission mixte paritaire ce délicieux document de 150 pages,"
VAD_OFF,wseg_004090,11070.68,11074.24,3.5599999999994907,-0.11796875080237022,0.2005615234375,1.5597269624573378,0.0,-0.7924168177164614,10.979618133358644,-0.02701408785019246,-11.745020863224912,3.5599999999994907,1.0,1,False,0.0,0.0,0,"une procédure accélérée, nous découvrions le 20 janvier dernier"
VAD_OFF,wseg_004089,11068.2,11070.68,2.4799999999995634,-0.11796875080237022,0.2005615234375,1.5597269624573378,0.0,-0.7924168177164614,10.979618133358644,-0.02701408785019246,-11.745020863224912,2.4799999999995634,1.0,1,False,0.0,0.0,0,et encore heureusement que le gouvernement Attal avait engagé
VAD_OFF,wseg_004088,11063.62,11068.2,4.579999999999927,-0.11796875080237022,0.2005615234375,1.5597269624573378,0.0,-0.7924168177164614,10.979618133358644,-0.02701408785019246,-11.745020863224912,4.579999999999927,1.0,1,False,0.0,0.0,0,"28 articles au départ, mais après près de deux ans d'examens chaotiques"
VAD_OFF,wseg_004087,11061.76,11063.32,1.5599999999994907,-0.11796875080237022,0.2005615234375,1.5597269624573378,0.0,-0.7924168177164614,10.979618133358644,-0.02701408785019246,-11.745020863224912,1.5599999999994907,1.0,1,False,0.0,0.0,0,de la Macronie en déliquescence.
VAD_OFF,wseg_004086,11058.76,11061.76,3.0,-0.11796875080237022,0.2005615234375,1.5597269624573378,0.0,-0.7924168177164614,10.979618133358644,-0.02701408785019246,-11.745020863224912,3.0,1.0,1,False,0.0,0.0,0,"devenu une sorte de monstre, ou plutôt une magnifique allégorie"
VAD_OFF,wseg_004085,11055.36,11058.76,3.399999999999636,-0.11796875080237022,0.2005615234375,1.5597269624573378,0.0,-0.7924168177164614,10.979618133358644,-0.02701408785019246,-11.745020863224912,3.1999999999989086,0.941176470588015,2,False,0.0,0.0,0,Quelle ironie de parler de simplification sur ce texte
VAD_OFF,wseg_000059,1110.0,1111.78,1.7799999999999727,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,1.7799999999999727,1.0,1,False,0.0,0.0,0,"et sur ces bancs, je souhaite vous alerter monsieur le ministre"
VAD_OFF,wseg_000060,1111.78,1115.48,3.7000000000000455,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,3.7000000000000455,1.0,1,False,0.0,0.0,0,sur un phénomène en pleine explosion qui ne peut plus être minimisé
VAD_OFF,wseg_000061,1115.48,1118.74,3.259999999999991,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,3.259999999999991,1.0,1,False,0.0,0.0,0,"et qui n'a rien à neudin, la consommation de protoxyde d'azote."
VAD_OFF,wseg_000068,1138.56,1139.98,1.4200000000000728,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,1.4200000000000728,1.0,1,False,0.0,0.0,0,Ces usages mettent aussi en question la nécessité de la réduction de la santé publique.
VAD_OFF,wseg_000063,1122.24,1124.62,2.3799999999998818,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,2.3799999999998818,1.0,1,False,0.0,0.0,0,est devenu un véritable fléau de santé publique.
VAD_OFF,wseg_000064,1124.82,1129.36,4.539999999999964,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,4.039999999999964,0.8898678414096908,3,False,0.0,0.0,0,"Aujourd'hui, plus d'un jeune de moins de 35 ans sur 10 en a déjà consommé"
VAD_OFF,wseg_000065,1129.36,1132.64,3.2800000000002,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,3.2800000000002,1.0,1,False,0.0,0.0,0,"et derrière l'image trompeuse du gaz hilarant, la réalité est toute autre."
VAD_OFF,wseg_000066,1133.0,1135.52,2.519999999999982,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,2.3199999999999363,0.920634920634902,1,False,0.0,0.0,0,"Atteinte neurologique grave, paralysie, perte de sensation,"
VAD_OFF,wseg_000067,1135.84,1138.12,2.2799999999999727,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,2.1799999999998363,0.9561403508771327,2,False,0.0,0.0,0,"trouble de la vision, trouble de la coordination."
VAD_OFF,wseg_000062,1119.22,1122.24,3.019999999999982,-0.1349506618945222,0.1578369140625,1.7002518891687657,0.0,-1.1354331017032173,8.554689012414473,-0.02701408785019246,-9.663108026267498,2.6400000000001,0.874172185430502,1,False,0.0,0.0,0,Ce que certains présentent encore comme un simple divertissement
VAD_OFF,wseg_003935,10420.699999999999,10429.42,8.720000000001164,-0.18122943569170802,0.1331787109375,1.316831683168317,0.0,-2.0702144068950994,7.155158491183838,-0.02701408785019246,-9.198358810228745,7.075968750003085,0.811464306192906,3,False,0.0,0.0,0,"Madame la Présidente, Messieurs les Ministres, Monsieur le Président de la Commission, Messieurs les rapporteurs, chers collègues."
VAD_OFF,wseg_002436,6945.0,6946.86,1.8599999999996726,-0.09058458923265852,0.1636962890625,1.708695652173913,0.0,-0.23928629602409357,8.887250720429673,-0.02701408785019246,-9.099522928603575,1.8599999999996726,1.0,1,False,0.0,0.0,0,couvrent des domaines très différents.
VAD_OFF,wseg_002430,6927.26,6928.94,1.6799999999993815,-0.09058458923265852,0.1636962890625,1.708695652173913,0.0,-0.23928629602409357,8.887250720429673,-0.02701408785019246,-9.099522928603575,1.6799999999993815,1.0,1,False,0.0,0.0,0,"messieurs les ministres,"
VAD_OFF,wseg_002431,6929.74,6932.32,2.5799999999999272,-0.09058458923265852,0.1636962890625,1.708695652173913,0.0,-0.23928629602409357,8.887250720429673,-0.02701408785019246,-9.099522928603575,2.5799999999999272,1.0,1,False,0.0,0.0,0,"monsieur le président de la commission spéciale,"
VAD_OFF,wseg_002432,6932.32,6936.04,3.7200000000002547,-0.09058458923265852,0.1636962890625,1.708695652173913,0.0,-0.23928629602409357,8.887250720429673,-0.02701408785019246,-9.099522928603575,3.7200000000002547,1.0,1,False,0.0,0.0,0,"chers collègues rapporteurs de la commission mixte paritaire,"
VAD_OFF,wseg_002433,6936.36,6937.58,1.2200000000002547,-0.09058458923265852,0.1636962890625,1.708695652173913,0.0,-0.23928629602409357,8.887250720429673,-0.02701408785019246,-9.099522928603575,1.2200000000002547,1.0,1,False,0.0,0.0,0,mes chers collègues.
VAD_OFF,wseg_002434,6938.820000000001,6943.26,4.4399999999996,-0.09058458923265852,0.1636962890625,1.708695652173913,0.0,-0.23928629602409357,8.887250720429673,-0.02701408785019246,-9.099522928603575,3.6599999999998545,0.8243243243243659,1,False,0.0,0.0,0,Les articles dont j'avais la charge sur ce projet de loi
VAD_OFF,wseg_002435,6943.26,6944.88,1.6199999999998909,-0.09058458923265852,0.1636962890625,1.708695652173913,0.0,-0.23928629602409357,8.887250720429673,-0.02701408785019246,-9.099522928603575,1.6199999999998909,1.0,1,False,0.0,0.0,0,"qui part de très très loin,"
VAD_OFF,wseg_002438,6950.3,6952.68,2.380000000000109,-0.09058458923265852,0.1636962890625,1.708695652173913,0.0,-0.23928629602409357,8.887250720429673,-0.02701408785019246,-9.099522928603575,2.380000000000109,1.0,1,False,0.0,0.0,0,"innovation, commerce, droits miniers."
VAD_OFF,wseg_002437,6947.44,6950.26,2.8200000000006185,-0.09058458923265852,0.1636962890625,1.708695652173913,0.0,-0.23928629602409357,8.887250720429673,-0.02701408785019246,-9.099522928603575,2.4600000000000364,0.8723404255317365,1,False,0.0,0.0,0,"Aménagement du territoire, énergie,"
VAD_1000,wseg_005734,19178.18,19179.42,1.2399999999979627,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.2399999999979627,1.0,1,False,0.0,0.0,0,exprimé 143
VAD_1000,wseg_005730,19165.88,19167.2,1.319999999999709,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.319999999999709,1.0,1,False,0.0,0.0,0,c'est un scrutin public
VAD_1000,wseg_005736,19180.26,19181.4,1.140000000003056,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.140000000003056,1.0,1,False,0.0,0.0,0,pour 65
VAD_1000,wseg_005737,19181.4,19182.32,0.9199999999982538,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,0.9199999999982538,1.0,1,False,0.0,0.0,0,compte 78
VAD_1000,wseg_005738,19182.32,19184.04,1.7200000000011642,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.7200000000011642,1.0,1,False,0.0,0.0,0,l'assemblée nationale n'a pas adopté
VAD_1000,wseg_005739,19184.04,19184.9,0.8600000000005821,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,0.8600000000005821,1.0,1,False,0.0,0.0,0,prochaine séance
VAD_1000,wseg_005740,19184.9,19186.94,2.039999999997235,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.9399999999986903,0.9509803921575096,2,False,0.0,0.0,0,ce soir à 21h30
VAD_1000,wseg_005741,19186.94,19188.3,1.360000000000582,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.360000000000582,1.0,1,False,0.0,0.0,0,suite de la proposition de loi
VAD_1000,wseg_005742,19188.3,19190.08,1.7800000000024738,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.7800000000024738,1.0,1,False,0.0,0.0,0,visant à renforcer la sécurité
VAD_1000,wseg_005743,19190.08,19191.36,1.2799999999988358,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.2799999999988358,1.0,1,False,0.0,0.0,0,la rétention administrative
VAD_1000,wseg_005744,19191.36,19193.8,2.4399999999986903,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,2.4399999999986903,1.0,1,False,0.0,0.0,0,et la prévention des risques d'attentat
VAD_1000,wseg_005745,19193.8,19194.92,1.1199999999989814,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.1199999999989814,1.0,2,False,0.0,0.0,0,la séance est levée
VAD_1000,wseg_005731,19167.2,19168.54,1.3400000000001455,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,1.3400000000001455,1.0,1,False,0.0,0.0,0,le scrutin est ouvert
VAD_1000,wseg_005729,19162.14,19165.88,3.7400000000016007,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,3.540000000004511,0.946524064171924,2,False,0.0,0.0,0,double avis des favorables de la commission et du gouvernement
VAD_1000,wseg_005735,19179.42,19180.26,0.8400000000001455,-0.12155330959050094,0.1473388671875,1.6108949416342413,0.0,-0.8648210382169973,7.958849285553906,-0.02701408785019246,-8.796656235920711,0.8400000000001455,1.0,1,False,0.0,0.0,0,majorité 72
